customer_id,age,annual_income,loan_amount,credit_score,spending_ratio
CUST_1096,35.0,500000.0,113328.6538217213,650.0,32.70372350235073
CUST_1097,28.0,800000.0,187311.95417994453,650.0,26.704869287698575
CUST_1098,,800000.0,116891.59933274842,650.0,26.021062496174988
CUST_1099,22.0,500000.0,78734.43898145924,810.0,11.136795778891642
CUST_1100,,2500000.0,248611.51469518448,650.0,21.841184336945155
CUST_1101,35.0,500000.0,61172.75194518328,580.0,54.99946128970579
CUST_1102,28.0,300000.0,326177.9855836161,720.0,31.222496555397004
CUST_1103,35.0,800000.0,126423.9865107793,720.0,42.565530409623314
CUST_1104,50.0,800000.0,50026.94041528054,350.0,38.918019231246966
CUST_1105,22.0,500000.0,193131.38256088903,580.0,83.83144324999051
CUST_1106,28.0,1200000.0,59596.99847225044,580.0,86.47690991094639
CUST_1107,45.0,2500000.0,114639.62198195595,650.0,49.3661274490274
CUST_1108,22.0,300000.0,295500.4851186646,650.0,34.714035528404395
CUST_1109,,10000000.0,62948.16093176536,650.0,14.612063360212726
CUST_1110,28.0,300000.0,415691.11284295726,810.0,90.80625914438855
CUST_1111,22.0,300000.0,50765.44743927921,720.0,10.420425041026771
CUST_1112,50.0,300000.0,106691.2346182991,350.0,31.78852498114524
CUST_1113,45.0,1200000.0,320111.36926222086,580.0,31.825958105300373
CUST_1114,35.0,800000.0,126038.47902394994,650.0,33.83611575261934
CUST_1115,50.0,300000.0,71493.0765487587,580.0,19.785815894516837
CUST_1116,45.0,500000.0,139330.53351296159,650.0,75.48452878313275
CUST_1117,22.0,800000.0,113049.9276977512,720.0,16.02480757693903
CUST_1118,50.0,,419935.2274274058,580.0,62.141599323784654
CUST_1119,35.0,1200000.0,125185.50905876796,650.0,16.14614240352357
CUST_1120,45.0,1200000.0,361115.43154627015,720.0,11.348207383366091
CUST_1121,50.0,500000.0,494888.1815408057,650.0,86.84865533172888
CUST_1122,28.0,2500000.0,163767.73450865928,350.0,22.11158896868351
CUST_1123,22.0,500000.0,531462.8146322393,650.0,78.91251391037339
CUST_1124,22.0,10000000.0,144743.88211190322,,54.01677839964222
CUST_1125,28.0,800000.0,715283.3904337431,810.0,12.007086764789264
CUST_1126,45.0,800000.0,68706.0483624723,,90.99033722942607
CUST_1127,50.0,300000.0,282322.72893199767,650.0,27.226505029270328
CUST_1128,,1200000.0,186170.23364623066,650.0,82.36808108173459
CUST_1129,35.0,500000.0,148089.8627525026,810.0,20.192900520610777
CUST_1130,28.0,300000.0,250321.73348106554,350.0,81.85485939276676
CUST_1131,22.0,,293382.6285270249,350.0,6.190593161476459
CUST_1132,22.0,500000.0,50874.56329834928,,51.06024109125326
CUST_1133,28.0,500000.0,86533.06447424181,350.0,74.24983214794011
CUST_1134,50.0,800000.0,299686.70625373325,580.0,89.1315965743505
CUST_1135,28.0,1200000.0,269553.77703349444,650.0,86.82819225858384
CUST_1136,35.0,,726558.5882081082,580.0,78.76623825928804
CUST_1137,45.0,800000.0,336289.9715513481,,84.93722146951737
CUST_1138,28.0,300000.0,652261.4176753758,720.0,22.929771725336884
CUST_1139,62.0,1200000.0,292495.4405754175,580.0,30.57658661405559
CUST_1140,62.0,1200000.0,120779.24980065296,580.0,31.007167242895267
CUST_1141,28.0,500000.0,72267.87564240718,580.0,38.93485379015289
CUST_1142,35.0,800000.0,354490.5152228961,810.0,40.398860334666985
CUST_1143,28.0,500000.0,256648.759490405,350.0,54.00997921892079
CUST_1144,28.0,500000.0,59877.1308903084,720.0,19.389178702979727
CUST_1145,,1200000.0,139273.19174155142,720.0,67.21219974073904
CUST_1146,35.0,500000.0,678382.1025088229,,20.080988537405585
CUST_1147,35.0,500000.0,188789.9587976701,810.0,32.92776338940928
CUST_1148,,500000.0,163383.67501450982,580.0,50.301061754553864
CUST_1149,28.0,1200000.0,172387.0394099998,,76.67965053711296
CUST_1150,50.0,500000.0,96861.81185051915,720.0,71.55223099148546
CUST_1151,22.0,300000.0,141997.09051183402,720.0,63.098092076947005
CUST_1152,22.0,800000.0,142347.81689040747,650.0,19.019593452215314
CUST_1153,35.0,1200000.0,60755.068147219565,350.0,54.234081105402
CUST_1154,62.0,300000.0,341831.19432261,650.0,12.87018516198969
CUST_1155,22.0,300000.0,157743.68453275395,720.0,38.96268591169857
CUST_1156,35.0,300000.0,395396.56795657956,580.0,42.216487726096325
CUST_1157,45.0,500000.0,429888.53754777147,580.0,8.583029550117844
CUST_1158,22.0,500000.0,97649.9288708125,,29.658928952297465
CUST_1159,45.0,800000.0,264211.1846942619,350.0,91.00845205398404
CUST_1160,28.0,800000.0,177838.57155214864,720.0,90.82693470467206
CUST_1161,35.0,800000.0,474314.107860472,650.0,36.70943488272854
CUST_1162,35.0,500000.0,98603.10939325945,810.0,8.879009805349165
CUST_1163,35.0,1200000.0,276524.755676689,580.0,21.118544539536337
CUST_1164,,500000.0,237172.25956861803,720.0,40.299601409018614
CUST_1165,45.0,10000000.0,119997.0390780318,580.0,90.30017281723067
CUST_1166,28.0,800000.0,79375.64849613751,580.0,17.70791571834664
CUST_1167,22.0,300000.0,260903.63271708568,350.0,73.7164259301391
CUST_1168,,800000.0,318338.7507570942,580.0,14.781428543722287
CUST_1169,35.0,500000.0,125850.53813203535,650.0,93.31318196521491
CUST_1170,35.0,800000.0,257033.21253609963,810.0,39.34548491982215
CUST_1171,,,150548.6441162735,650.0,74.77110850091505
CUST_1172,35.0,300000.0,299798.8341665501,350.0,35.833197453001866
CUST_1173,22.0,1200000.0,94432.6251412142,,61.490198944292786
CUST_1174,35.0,300000.0,491846.2790545983,350.0,22.281447626603306
CUST_1175,22.0,1200000.0,117769.69854692376,650.0,18.141891736726627
CUST_1176,35.0,300000.0,141705.4630376678,720.0,89.42577256113182
CUST_1177,28.0,800000.0,61969.52456874122,810.0,87.58825501139901
CUST_1178,50.0,800000.0,73646.87527134227,,84.87220461915942
CUST_1179,22.0,500000.0,195077.0175976812,650.0,61.289010514993414
CUST_1180,28.0,500000.0,112283.69344514492,650.0,77.74413900946504
CUST_1181,22.0,300000.0,410944.9015494012,650.0,11.213324322023741
CUST_1182,50.0,,52960.48113888834,650.0,35.131013770161125
CUST_1183,50.0,500000.0,145315.13113094145,650.0,33.233281228144065
CUST_1184,28.0,800000.0,132300.3222683286,650.0,62.20807897573519
CUST_1185,35.0,2500000.0,53903.37033397542,350.0,37.03619961235765
CUST_1186,45.0,1200000.0,76561.96466091774,720.0,18.365610347931273
CUST_1187,35.0,800000.0,156765.18109514908,350.0,58.682036787218934
CUST_1188,35.0,800000.0,185795.44384679841,650.0,78.29455286021734
CUST_1189,22.0,800000.0,153600.17664794438,650.0,39.39111450139759
CUST_1190,,300000.0,201403.9275026645,650.0,16.904184358863354
CUST_1191,50.0,2500000.0,230838.67759270334,810.0,22.701937758154074
CUST_1192,50.0,800000.0,51994.67809163054,720.0,26.373497465244558
CUST_1193,35.0,500000.0,174759.73399332378,720.0,31.99078336950826
CUST_1194,28.0,300000.0,712084.4442019276,650.0,62.85155634556782
CUST_1195,28.0,500000.0,196391.0243169651,720.0,59.08509360839471
CUST_1196,45.0,500000.0,276356.6426447793,650.0,67.64718754103353
CUST_1197,50.0,1200000.0,124753.71593797607,720.0,37.62517860783618
CUST_1198,50.0,500000.0,347436.42613419954,650.0,79.15978866919805
CUST_1199,45.0,500000.0,346491.885297936,810.0,23.367889504018425
CUST_1200,35.0,10000000.0,197334.58524055133,810.0,47.213667276633856
CUST_1201,,300000.0,796055.5169071689,720.0,77.08448493872872
CUST_1202,22.0,500000.0,76832.08145687498,580.0,21.21427829593573
CUST_1203,50.0,,53418.58401169344,350.0,14.887680236670466
CUST_1204,35.0,800000.0,344072.81679195655,720.0,84.53155709191907
CUST_1205,,2500000.0,379174.26161318924,350.0,35.86366964832763
CUST_1206,22.0,300000.0,75613.77737569413,720.0,66.54831124181288
CUST_1207,35.0,1200000.0,111735.61286960696,650.0,7.281374383754463
CUST_1208,,300000.0,53541.646541293,650.0,67.10421995685047
CUST_1209,22.0,2500000.0,119432.24317033132,810.0,33.44911803922734
CUST_1210,35.0,800000.0,346686.0904256224,650.0,10.016676822869757
CUST_1211,35.0,1200000.0,195945.855114414,650.0,59.883148539330534
CUST_1212,35.0,,135571.46861866832,650.0,26.672343446585593
CUST_1213,22.0,2500000.0,142960.01263187308,580.0,39.8126517846692
CUST_1214,45.0,800000.0,50270.90853886956,720.0,12.252273105786223
CUST_1215,22.0,500000.0,121278.0047822414,580.0,18.24469259854508
CUST_1216,28.0,1200000.0,257951.01731210347,810.0,31.817951194625937
CUST_1217,45.0,300000.0,781433.090857036,720.0,13.078355050414142
CUST_1218,35.0,1200000.0,425542.99972493824,580.0,86.97436382176836
CUST_1219,45.0,300000.0,54775.5566831033,720.0,5.544233886558057
CUST_1220,35.0,800000.0,507658.7498444518,650.0,48.54741969778803
CUST_1221,35.0,500000.0,355754.5381420305,580.0,16.09227123192963
CUST_1222,,,353167.7696697999,810.0,32.69111805301537
CUST_1223,28.0,300000.0,172496.2905712892,,88.3453603836439
CUST_1224,28.0,,151501.32519903913,580.0,19.552509794658818
CUST_1225,22.0,500000.0,122169.7939964626,650.0,91.92490877464994
CUST_1226,62.0,500000.0,63590.43812685418,650.0,23.521493929047953
CUST_1227,28.0,500000.0,101815.1300866055,650.0,71.74094976201467
CUST_1228,50.0,300000.0,106632.76170018666,720.0,54.200953840758054
CUST_1229,35.0,300000.0,182359.5769118734,650.0,84.60308548370833
CUST_1230,45.0,800000.0,325224.77652134316,650.0,54.85939299528179
CUST_1231,35.0,,178418.517723131,,53.11032972406778
CUST_1232,35.0,2500000.0,61916.97801249682,580.0,22.59122003315599
CUST_1233,35.0,1200000.0,683018.6808793513,580.0,19.960642584649285
CUST_1234,22.0,800000.0,621975.8324704088,580.0,87.48402360039628
CUST_1235,45.0,500000.0,357599.84714558354,650.0,34.50543789650307
CUST_1236,28.0,1200000.0,999528.8966719887,350.0,38.48740294666064
CUST_1237,,300000.0,207264.15532925795,580.0,73.38412925855495
CUST_1238,35.0,,708119.21595658,580.0,35.49411341805266
CUST_1239,22.0,300000.0,65723.17068983396,810.0,90.68562019751025
CUST_1240,50.0,800000.0,141040.57992925536,810.0,71.41349920989202
CUST_1241,62.0,,101076.86587971821,650.0,58.7686318316078
CUST_1242,50.0,500000.0,93589.68491046164,810.0,84.28056444902772
CUST_1243,28.0,10000000.0,80351.397474217,720.0,9.464531751453448
CUST_1244,,1200000.0,244791.1944783962,650.0,28.135642297028788
CUST_1245,50.0,500000.0,354030.858224632,,46.853270079881895
CUST_1246,28.0,,222691.46453916535,720.0,25.42806855243689
CUST_1247,62.0,1200000.0,81790.40313356504,720.0,71.95146685719368
CUST_1248,62.0,500000.0,383332.66916293086,650.0,87.72872279483526
CUST_1249,50.0,300000.0,252095.3976434794,720.0,43.1393107937831
CUST_1250,28.0,,148258.75895555617,650.0,35.79193401007055
CUST_1251,28.0,2500000.0,274251.5314134136,720.0,91.53956589238096
CUST_1252,50.0,800000.0,110195.33891974343,810.0,45.03671895447867
CUST_1253,28.0,1200000.0,134682.7068987926,580.0,49.01435604043549
CUST_1254,22.0,1200000.0,548957.0803925409,720.0,36.648488510771486
CUST_1255,35.0,500000.0,118640.2265780928,650.0,86.85936257109245
CUST_1256,50.0,500000.0,176971.22742597884,650.0,56.20599349536657
CUST_1257,35.0,500000.0,491711.7608523501,720.0,73.59571284634802
CUST_1258,35.0,500000.0,296009.53036874643,,78.06260465157978
CUST_1259,,500000.0,62844.40249481455,650.0,35.766413772553236
CUST_1260,35.0,800000.0,81870.21268093114,580.0,44.03248981883421
CUST_1261,62.0,800000.0,51574.49954479472,650.0,81.36245969656382
CUST_1262,22.0,1200000.0,249349.3413602983,650.0,37.69298165082292
CUST_1263,35.0,500000.0,168723.15740204675,720.0,76.45416201066662
CUST_1264,50.0,800000.0,78837.5601180207,350.0,89.68930903169934
CUST_1265,45.0,800000.0,683703.6686630445,650.0,61.088933576120624
CUST_1266,35.0,500000.0,200859.77092569254,580.0,71.74645587067
CUST_1267,45.0,800000.0,105386.22606184095,720.0,77.45875808370214
CUST_1268,28.0,300000.0,188871.0104105031,810.0,81.05356840069783
CUST_1269,28.0,500000.0,277649.70525465126,810.0,40.554800407111635
CUST_1270,45.0,300000.0,65860.42695401017,720.0,9.613711325839835
CUST_1271,45.0,500000.0,114235.03531701857,720.0,41.16886441130656
CUST_1272,50.0,500000.0,378977.2604701704,580.0,65.63806068056809
CUST_1273,50.0,800000.0,173113.14431146946,580.0,45.53153472027135
CUST_1274,35.0,2500000.0,208186.02552116071,650.0,72.40668357743587
CUST_1275,35.0,800000.0,163414.30336046225,720.0,37.12841865217975
CUST_1276,45.0,800000.0,58978.5417800314,810.0,62.12697269936266
CUST_1277,35.0,500000.0,86244.37948503872,350.0,21.777782436857713
CUST_1278,45.0,800000.0,167952.71348445522,810.0,72.44324929804613
CUST_1279,45.0,,96938.3616498048,650.0,54.112637193172326
CUST_1280,50.0,300000.0,60254.24390722537,650.0,23.365794969194052
CUST_1281,28.0,500000.0,421131.20927748614,350.0,31.272005614802655
CUST_1282,28.0,500000.0,844700.2206390479,,72.3747837723649
CUST_1283,,,365145.3873135485,650.0,48.43411120953686
CUST_1284,35.0,300000.0,434535.3204538956,650.0,24.442829635376498
CUST_1285,,300000.0,105408.34454184226,580.0,92.05440713332679
CUST_1286,35.0,10000000.0,696934.8709717577,650.0,69.36125178351992
CUST_1287,35.0,500000.0,93861.60936827565,720.0,91.14213492858165
CUST_1288,28.0,500000.0,654949.0636404103,720.0,43.43945408243089
CUST_1289,35.0,300000.0,1102562.786397859,810.0,47.759030662254844
CUST_1290,,800000.0,298766.5563369364,580.0,85.81596945665173
CUST_1291,,300000.0,844181.9778852892,580.0,52.254440622084616
CUST_1292,45.0,300000.0,218580.07251188124,720.0,68.65510207151004
CUST_1293,28.0,500000.0,110097.2144984639,650.0,27.6955589745977
CUST_1294,22.0,,164893.6685985619,,45.205382183237646
CUST_1295,35.0,,230064.25275232355,580.0,16.11048792293196
CUST_1296,45.0,300000.0,65177.94044276878,650.0,23.53820322892655
CUST_1297,22.0,,244753.9206789902,580.0,5.084907374086798
CUST_1298,35.0,300000.0,844544.0415750777,580.0,8.533854648379421
CUST_1299,,500000.0,92170.78822306675,580.0,92.95554408592363
CUST_1300,,1200000.0,364616.487231249,,26.811832562308606
CUST_1301,35.0,500000.0,526973.4477902515,650.0,64.69796385536017
CUST_1302,35.0,500000.0,625417.8071784992,650.0,80.51897289196503
CUST_1303,35.0,300000.0,694454.3388896397,650.0,54.559441331290785
CUST_1304,45.0,2500000.0,197402.94441139087,350.0,18.783005007556056
CUST_1305,62.0,500000.0,807147.7569718712,580.0,70.53047936025497
CUST_1306,35.0,,333194.2447448347,650.0,59.02262690896247
CUST_1307,28.0,800000.0,85269.03489617124,650.0,70.81255304126375
CUST_1308,45.0,300000.0,179596.56642766407,650.0,74.27719605713784
CUST_1309,28.0,500000.0,303404.65578425035,580.0,92.78693309162706
CUST_1310,28.0,500000.0,106828.41999595918,810.0,56.6206952024039
CUST_1311,,1200000.0,254672.31049227057,580.0,35.747700142154166
CUST_1312,,500000.0,269682.7491037926,650.0,63.361810121021335
CUST_1313,62.0,800000.0,85514.50875970192,650.0,11.159663831836351
CUST_1314,45.0,10000000.0,216521.0775417316,650.0,85.76575864894276
CUST_1315,35.0,300000.0,345354.92640827916,580.0,15.74429102043771
CUST_1316,28.0,300000.0,188188.1890319872,650.0,34.505855409723644
CUST_1317,22.0,500000.0,52435.39117754006,720.0,78.41708425635088
CUST_1318,22.0,500000.0,51815.912770180854,580.0,58.75811404976407
CUST_1319,28.0,500000.0,138331.23836402135,350.0,40.42719682496979
CUST_1320,35.0,2500000.0,571263.2354104803,580.0,47.60920934375193
CUST_1321,45.0,800000.0,101929.5541927834,720.0,81.90926538819623
CUST_1322,35.0,800000.0,251223.225011044,,35.60039474539029
CUST_1323,28.0,500000.0,100225.25594610194,810.0,83.26847163309542
CUST_1324,62.0,1200000.0,127624.27370931114,650.0,12.932098787902234
CUST_1325,45.0,2500000.0,426830.34035082505,810.0,74.91185934877677
CUST_1326,35.0,1200000.0,311025.0611252794,810.0,81.27928697492626
CUST_1327,35.0,,70052.3246073338,650.0,21.36358875536049
CUST_1328,28.0,800000.0,161968.8701560357,350.0,43.73118791349804
CUST_1329,22.0,,55920.73196045043,350.0,19.894979719729008
CUST_1330,28.0,300000.0,181127.95092716115,580.0,68.5943716094796
CUST_1331,45.0,,267198.8533791091,720.0,53.1812991255491
CUST_1332,,800000.0,75226.65068739168,580.0,62.17910120374889
CUST_1333,22.0,800000.0,118184.2064654069,580.0,22.683827026059003
CUST_1334,,300000.0,151445.29685657006,650.0,24.057127584717758
CUST_1335,,500000.0,553976.713659422,810.0,8.734759295891573
CUST_1336,50.0,500000.0,1049791.2151804701,350.0,33.98607816761567
CUST_1337,45.0,500000.0,59190.212436336544,,55.37701952003074
CUST_1338,35.0,300000.0,336264.9760601149,,82.2141422597596
CUST_1339,,500000.0,142955.16486109782,810.0,65.02347027128127
CUST_1340,35.0,800000.0,149666.85537683463,650.0,44.18566910597763
CUST_1341,35.0,,330700.2901990684,580.0,90.7808102954724
CUST_1342,22.0,,551249.9985674345,350.0,69.73206805182487
CUST_1343,28.0,500000.0,652895.7573174412,580.0,88.7148682576295
CUST_1344,28.0,2500000.0,222134.58868909275,350.0,52.48291759449491
CUST_1345,35.0,800000.0,138359.80012988282,810.0,28.301384731382562
CUST_1346,35.0,800000.0,359808.86191541975,720.0,9.754401772824979
CUST_1347,,500000.0,107803.62845575457,650.0,70.34763663354654
CUST_1348,28.0,500000.0,216056.5681903547,720.0,15.91726982049807
CUST_1349,35.0,,138813.6823753307,580.0,32.249761544477046
CUST_1350,35.0,800000.0,263789.9645975588,720.0,52.92238170955076
CUST_1351,50.0,2500000.0,104992.37377770193,720.0,55.79749290017729
CUST_1352,35.0,800000.0,92537.91345688852,580.0,59.052487728842245
CUST_1353,22.0,1200000.0,550791.1963579373,720.0,19.962979731473055
CUST_1354,,800000.0,71473.32374075835,580.0,39.17636643394839
CUST_1355,35.0,300000.0,191026.91168196354,580.0,60.547480440527
CUST_1356,,2500000.0,99911.05377810502,350.0,92.28369781704063
CUST_1357,35.0,,57941.59874277333,650.0,70.48680239297198
CUST_1358,50.0,500000.0,57336.70112226542,720.0,88.0343381384562
CUST_1359,35.0,300000.0,88528.14869166538,810.0,73.59908524827594
CUST_1360,28.0,,453136.1963741445,650.0,58.25452720031604
CUST_1361,35.0,500000.0,116390.54133360989,720.0,22.282103222271008
CUST_1362,35.0,300000.0,650991.6225071519,720.0,65.00170867032617
CUST_1363,35.0,500000.0,224274.12983477276,350.0,61.10416093639164
CUST_1364,50.0,500000.0,164758.12196301753,650.0,59.22222534115398
CUST_1365,28.0,,223542.42023882066,350.0,49.080728118941664
CUST_1366,62.0,300000.0,195422.8717990173,650.0,52.579094359034805
CUST_1367,50.0,500000.0,334406.07370986964,810.0,35.09982744062937
CUST_1368,22.0,500000.0,116395.36967974529,350.0,51.73814233780728
CUST_1369,,800000.0,137097.37450452533,720.0,22.780031511063044
CUST_1370,22.0,800000.0,499041.24547610414,650.0,77.46569576243391
CUST_1371,,1200000.0,635452.2233888301,650.0,21.719925922883704
CUST_1372,,800000.0,496161.24583946145,580.0,12.646966090051977
CUST_1373,35.0,500000.0,158755.17869949882,580.0,44.26214237214416
CUST_1374,,800000.0,353158.09831030545,,64.24766955554557
CUST_1375,28.0,300000.0,179380.90248233633,580.0,44.39451424401872
CUST_1376,45.0,500000.0,187647.7899894739,,29.907871875617776
CUST_1377,,800000.0,95802.17334320903,650.0,55.235406550139665
CUST_1378,45.0,500000.0,228871.75271479881,350.0,36.230210187097995
CUST_1379,28.0,800000.0,91192.37549486617,720.0,88.95809211139698
CUST_1380,22.0,1200000.0,130563.13391458367,650.0,88.03806256432149
CUST_1381,35.0,1200000.0,436245.969058071,650.0,50.21346379748859
CUST_1382,35.0,2500000.0,96405.53198262061,650.0,34.50955946164326
CUST_1383,50.0,500000.0,64763.38740060525,650.0,71.34191725609752
CUST_1384,45.0,500000.0,64300.831413790926,810.0,8.304164913475997
CUST_1385,45.0,500000.0,615314.4586567092,,47.72921054392861
CUST_1386,28.0,500000.0,191416.9469031599,580.0,35.26910548433002
CUST_1387,22.0,800000.0,155327.34996033274,720.0,87.84822965922992
CUST_1388,45.0,800000.0,383073.2083323666,,6.080272454541429
CUST_1389,45.0,800000.0,411365.5997761939,,54.753338814651414
CUST_1390,62.0,500000.0,130750.62481257752,580.0,71.65972229599635
CUST_1391,28.0,300000.0,286584.55543326976,,48.65161887716371
CUST_1392,28.0,500000.0,344913.9466118524,650.0,12.68627271464495
CUST_1393,45.0,300000.0,262639.7744694441,580.0,92.5215251025112
CUST_1394,28.0,1200000.0,82879.45020560987,720.0,51.62093882384881
CUST_1395,50.0,500000.0,467306.2565483896,720.0,60.27676198871102
CUST_1396,50.0,300000.0,204912.47211418475,650.0,26.29488044367566
